order_id,customer_state,order_item_count,product_count,seller_count,total_order_value,freight_value,late_probability,risk_score,risk_band,impact_score,priority_score,intervention_tier,recommended_action,is_late
00010242fe8c5a6d1ba2dd792cb16214,RJ,1.0,1.0,1.0,72.19,13.29,0.5071380976356553,50.71380976356553,High,30.32497516875114,42.55827592563978,Standard Intervention,Monitor and review,0
00018f77f2f0320c557190d7a144bdd3,SP,1.0,1.0,1.0,259.83,19.93,0.49697636040227783,49.697636040227785,Medium,64.9136277947824,55.78403274204963,High Priority,Prioritize fulfillment monitoring,0
000229ec398224ef6ca0657da4fc703e,MG,1.0,1.0,1.0,216.87,17.87,0.49684550999027766,49.68455099902776,Medium,56.73224819086616,52.503629875763124,High Priority,Prioritize fulfillment monitoring,0
00024acbcdf0a6daa1e931b038114c75,SP,1.0,1.0,1.0,25.78,12.79,0.4816832288830248,48.16832288830248,Medium,21.640362434881318,37.55713870693401,Standard Intervention,Monitor and review,0
00042b26cf59d7ce69dfabb4e55b4fd9,SP,1.0,1.0,1.0,218.04,18.14,0.4966697186876206,49.66697186876206,Medium,57.19846755721323,52.67957014414253,High Priority,Prioritize fulfillment monitoring,0
00048cc3ae777c65dbb7d2a0634bc1ea,MG,1.0,1.0,1.0,34.59,12.69,0.48264048519960434,48.26404851996043,Medium,23.26919100804735,38.2661055151952,Standard Intervention,Monitor and review,0
00054e8431b9d7675808bcb819fb4a32,SP,1.0,1.0,1.0,31.75,11.85,0.4816832288830248,48.16832288830248,Medium,21.80181622848803,37.621720224376695,Standard Intervention,Monitor and review,0
000576fe39319847cbb9d288c5617fa6,SP,1.0,1.0,1.0,880.75,70.75,0.49726537715649,49.726537715649,Medium,71.88062757180792,58.58817365811257,High Priority,Prioritize fulfillment monitoring,0
0005a1a1728c9d785b8e2b08b904576c,SP,1.0,1.0,1.0,157.6,11.65,0.48839755458208467,48.839755458208465,Medium,59.56509841282711,53.12989264005593,High Priority,Prioritize fulfillment monitoring,1
0005f50442cb953dcd1d21e1fb923495,SP,1.0,1.0,1.0,65.39,11.4,0.4824989494982709,48.24989494982709,Medium,30.735998216204163,41.24433625637791,Standard Intervention,Monitor and review,0
00061f2a7bc09da83e415a52dc8a4af1,SP,1.0,1.0,1.0,68.87,8.88,0.4732584276378635,47.325842763786355,Medium,26.743903675024832,39.093067128281746,Standard Intervention,Monitor and review,0
00063b381e2406b52ad429470734ebd5,SP,1.0,1.0,1.0,57.98,12.98,0.48217366743046075,48.21736674304608,Medium,26.157278089716822,39.393331281714374,Standard Intervention,Monitor and review,1
0006ec9db01a64e59a68b2c340bf65a7,RJ,1.0,1.0,1.0,97.32,23.32,0.5174296809490112,51.74296809490112,High,46.08592625625849,49.480151359444065,Standard Intervention,Monitor and review,0
0008288aa423d2a3f00fcb17cd7d8719,SP,2.0,1.0,1.0,126.54,26.74,0.4905854510461343,49.05854510461343,Medium,62.21042709748039,54.319297901760216,High Priority,Prioritize fulfillment monitoring,0
0009792311464db532ff765bf7b182ae,MG,1.0,1.0,1.0,127.55,27.65,0.4949226927721137,49.49226927721137,Medium,52.93904688545193,50.8709803205076,High Priority,Prioritize fulfillment monitoring,0
0009c9a17f916a706d71784483a5d643,SP,1.0,1.0,1.0,650.34,11.34,0.4866214410769037,48.66214410769037,Medium,58.54953074007257,52.617098760643245,High Priority,Prioritize fulfillment monitoring,0
000aed2e25dbad2f9ddb70584c5a2ded,SP,1.0,1.0,1.0,152.77,8.77,0.48778559935152394,48.778559935152394,Medium,57.88711410212231,52.42198160194036,High Priority,Prioritize fulfillment monitoring,0
000c3e6612759851cc3cbb4b83257986,SP,1.0,1.0,1.0,112.71,13.71,0.47071536988051216,47.071536988051214,Medium,39.18202825694769,43.91573349560981,Standard Intervention,Monitor and review,0
000e562887b1f2006d75e0be9558292e,SP,1.0,1.0,1.0,41.11,16.11,0.4906021666353723,49.06021666353723,Medium,33.977378225528554,43.02708128833376,Standard Intervention,Monitor and review,0
000e63d38ae8c00bbcb5a30573b99628,SP,1.0,1.0,1.0,56.78,8.88,0.48183223356820803,48.183223356820804,Medium,31.297731741430685,41.42902671066476,Standard Intervention,Monitor and review,0
000e906b789b55f64edcb1f84030f90d,SP,1.0,1.0,1.0,33.84,11.85,0.4817622626951589,48.176226269515894,Medium,26.36736059027426,39.45267999781924,Standard Intervention,Monitor and review,1
000f25f4d72195062c040b12dce9a18a,RJ,1.0,1.0,1.0,164.39,44.4,0.5195421869349957,51.95421869349956,High,64.0562909208846,56.79504758445358,High Priority,Prioritize fulfillment monitoring,0
001021efaa8636c29475e7734483457d,PR,1.0,1.0,1.0,64.1,15.1,0.48913245903363284,48.91324590336328,Medium,34.37889445198954,43.09950532281378,Standard Intervention,Monitor and review,0
0010b2e5201cc5f1ae7e9c6cc8f5bd00,RJ,1.0,1.0,1.0,65.5,16.6,0.5166855413514991,51.66855413514991,High,33.38327285995176,44.35444162507065,Standard Intervention,Monitor and review,0
0010dedd556712d7bb69a19cb7bbd37a,SP,,,,,,0.49051781775906855,49.05178177590685,Medium,,,,Routine monitoring,0
00119ff934e539cf26f92b9ef0cdfed8,RJ,1.0,1.0,1.0,236.88,16.98,0.5210041130068083,52.100411300680825,High,56.75880242434071,53.96376775014478,High Priority,Prioritize fulfillment monitoring,0
0011d82c4b53e22e84023405fb467e57,SP,1.0,1.0,1.0,315.33,26.33,0.4961464300560017,49.614643005600165,Medium,68.86210041959743,57.313625971199066,High Priority,Prioritize fulfillment monitoring,0
00125cb692d04887809806618a2a145f,GO,1.0,1.0,1.0,135.41,25.51,0.5042956271160567,50.42956271160567,High,53.28486003283806,51.57168164009863,High Priority,Prioritize fulfillment monitoring,0
00130c0eee84a3d909e75bc08c5c3ca1,SP,1.0,1.0,1.0,35.84,7.94,0.46390763368914417,46.39076336891442,Medium,16.974074149149658,34.62408768100852,Standard Intervention,Monitor and review,0
0013503b13da1eac686219390b7d641b,SP,1.0,1.0,1.0,137.22,17.32,0.49557785747903654,49.55778574790365,Medium,48.321650821965015,49.0633317775282,Standard Intervention,Monitor and review,0
00137e170939bba5a3134e2386413108,RJ,1.0,1.0,1.0,421.65,24.65,0.5239594431122279,52.395944311222785,High,69.90633044817871,59.40009876600516,High Priority,Prioritize fulfillment monitoring,0
001427c0ec99cf8af737bd88e92fd444,MG,1.0,1.0,1.0,83.25,23.35,0.4921601951341451,49.21601951341451,Medium,55.19273103196643,51.606704120835275,High Priority,Prioritize fulfillment monitoring,0
00143d0f86d6fbd9f9b38ab440ac16f5,GO,3.0,1.0,1.0,109.29,45.3,0.4971782150520053,49.71782150520053,Medium,,,,Routine monitoring,0
0014ae671de39511f7575066200733b7,PR,1.0,1.0,1.0,30.6,14.1,0.4817135477228056,48.17135477228056,Medium,19.906999371617374,36.86561261201528,Standard Intervention,Monitor and review,0
0015ebb40fb17286bea51d4607c4733c,PR,1.0,1.0,1.0,37.0,15.1,0.48838139422726623,48.83813942272662,Medium,22.949790201285143,38.48279973415003,Standard Intervention,Monitor and review,0
00169e31ef4b29deaae414f9a5e95929,RJ,1.0,1.0,1.0,55.11,16.11,0.5187403425075608,51.87403425075608,High,45.8026067743701,49.44546326020169,Standard Intervention,Monitor and review,0
0016dfedd97fc2950e388d2971d718c7,BA,1.0,1.0,1.0,70.55,20.8,0.5178723752863972,51.78723752863972,High,38.93412117649444,46.64599098778161,Standard Intervention,Monitor and review,0
0017afd5076e074a48f1f1a4c7bac9c5,AL,1.0,1.0,1.0,853.39,44.29,0.5295194202354271,52.951942023542706,High,86.72916708896682,66.46283204971235,High Priority,Prioritize fulfillment monitoring,1
001862358bf858722e1e2ae000cfed8b,SP,1.0,1.0,1.0,113.71,13.72,0.48417938471763117,48.417938471763115,Medium,39.42152311839945,44.81937233041765,Standard Intervention,Monitor and review,0
0019c29108428acffd089c36103c9440,MG,1.0,1.0,1.0,79.85,19.95,0.4928128979637852,49.281289796378516,Medium,40.96987817485253,45.956725147768125,Standard Intervention,Monitor and review,0
001ab0a7578dd66cd4b0a71f5b6e1e41,BA,3.0,1.0,1.0,127.56,52.89,0.5157773971130798,51.57773971130798,High,70.39423915026454,59.1043394868906,High Priority,Prioritize fulfillment monitoring,0
001ac194d4a326a6fa99b581e9a3d963,SP,1.0,1.0,1.0,62.54,8.54,0.48183223356820803,48.183223356820804,Medium,24.54963209210873,38.72978685093597,Standard Intervention,Monitor and review,0
001b76dd48a5b1eee3e87778daa40df8,SP,1.0,1.0,1.0,95.0,13.01,0.48294971648462365,48.294971648462365,Medium,35.170210609531146,43.04506723288988,Standard Intervention,Monitor and review,0
001c85b5f68d2be0cb0797afc9e8ce9a,SP,1.0,1.0,1.0,112.71,13.71,0.484338610920818,48.4338610920818,Medium,51.18202825694769,49.53312795802816,Standard Intervention,Monitor and review,1
001d8f0e34a38c37f7dba2a37d4eba8b,SP,2.0,1.0,1.0,53.54,15.56,0.48701375385591283,48.701375385591284,Medium,54.38104311515619,50.973242477417244,High Priority,Prioritize fulfillment monitoring,1
001daeb0eddc45b999bad0801ad9d273,BA,1.0,1.0,1.0,55.12,16.79,0.5175768553972029,51.757685539720285,High,30.74396448624653,43.35219711833078,Standard Intervention,Monitor and review,0
001dbc16dc51075e987543d23a0507c7,MG,1.0,1.0,1.0,87.9,18.0,0.49025534299675316,49.025534299675314,Medium,40.652646301664205,45.67637910047087,Standard Intervention,Monitor and review,0
001e7ba991be1b19605ca0316e7130f9,MS,1.0,1.0,1.0,213.21,18.21,0.5131290735885048,51.31290735885048,High,56.94245231386699,53.56472534085708,High Priority,Prioritize fulfillment monitoring,0
001e7cf2ad6bef3ade12ebc56ceaf0f3,MG,1.0,1.0,1.0,51.1,15.2,0.49113740418491614,49.113740418491616,Medium,43.30650882776235,46.79084778219991,Standard Intervention,Monitor and review,0
0020262c8a370bd5a174ea6a2a267321,PR,1.0,1.0,1.0,100.55,21.05,0.48963993051046145,48.963993051046145,Medium,49.676768086270854,49.249103065136026,Standard Intervention,Monitor and review,0
0020a222f55eb79a372d0efee3cca688,RJ,1.0,1.0,1.0,45.09,15.1,0.5169992049057922,51.699920490579224,High,25.190481016763627,41.096144701052985,Standard Intervention,Monitor and review,0
002175704e8b209f61b9ad5cfd92b60e,SP,1.0,1.0,1.0,123.11,13.21,0.4882485498969014,48.824854989690145,Medium,44.482374880911365,47.08786294617863,Standard Intervention,Monitor and review,0
00229e4e43f7a7e0b9dd819ad43268d3,SP,1.0,1.0,1.0,91.39,16.49,0.49051781775906855,49.05178177590685,Medium,39.47939513104818,45.222827117963384,Standard Intervention,Monitor and review,0
